filename,label
chip_000000.png,0
chip_000001.png,0
chip_000002.png,0
chip_000003.png,0
chip_000004.png,0
chip_000005.png,0
chip_000006.png,0
chip_000007.png,0
chip_000008.png,0
chip_000009.png,0
chip_000010.png,0
chip_000011.png,0
chip_000012.png,0
chip_000013.png,0
chip_000014.png,0
chip_000015.png,0
chip_000016.png,0
chip_000017.png,0
chip_000018.png,0
chip_000019.png,0
chip_000020.png,0
chip_000021.png,0
chip_000022.png,0
chip_000023.png,0
chip_000024.png,0
chip_000025.png,0
chip_000026.png,0
chip_000027.png,0
chip_000028.png,0
chip_000029.png,0
chip_000030.png,0
chip_000031.png,0
chip_000032.png,0
chip_000033.png,0
chip_000034.png,0
chip_000035.png,0
chip_000036.png,0
chip_000037.png,0
chip_000038.png,0
chip_000039.png,0
chip_000040.png,0
chip_000041.png,0
chip_000042.png,0
chip_000043.png,0
chip_000044.png,0
chip_000045.png,0
chip_000046.png,0
chip_000047.png,0
chip_000048.png,0
chip_000049.png,0
chip_000050.png,0
chip_000051.png,0
chip_000052.png,0
chip_000053.png,0
chip_000054.png,0
chip_000055.png,0
chip_000056.png,0
chip_000057.png,0
chip_000058.png,0
chip_000059.png,0
chip_000060.png,0
chip_000061.png,0
chip_000062.png,0
chip_000063.png,0
chip_000064.png,0
chip_000065.png,0
chip_000066.png,0
chip_000067.png,0
chip_000068.png,0
chip_000069.png,0
chip_000070.png,0
chip_000071.png,0
chip_000072.png,0
chip_000073.png,0
chip_000074.png,0
chip_000075.png,0
chip_000076.png,0
chip_000077.png,0
chip_000078.png,0
chip_000079.png,0
chip_000080.png,0
chip_000081.png,0
chip_000082.png,0
chip_000083.png,0
chip_000084.png,0
chip_000085.png,0
chip_000086.png,0
chip_000087.png,0
chip_000088.png,0
chip_000089.png,0
chip_000090.png,0
chip_000091.png,0
chip_000092.png,0
chip_000093.png,0
chip_000094.png,0
chip_000095.png,0
chip_000096.png,0
chip_000097.png,0
chip_000098.png,0
chip_000099.png,0
chip_000100.png,0
chip_000101.png,0
chip_000102.png,0
chip_000103.png,0
chip_000104.png,0
chip_000105.png,0
chip_000106.png,0
chip_000107.png,0
chip_000108.png,0
chip_000109.png,0
chip_000110.png,0
chip_000111.png,0
chip_000112.png,0
chip_000113.png,0
chip_000114.png,0
chip_000115.png,0
chip_000116.png,0
chip_000117.png,0
chip_000118.png,0
chip_000119.png,0
chip_000120.png,0
chip_000121.png,0
chip_000122.png,0
chip_000123.png,0
chip_000124.png,0
chip_000125.png,0
chip_000126.png,0
chip_000127.png,0
chip_000128.png,0
chip_000129.png,0
chip_000130.png,0
chip_000131.png,0
chip_000132.png,0
chip_000133.png,0
chip_000134.png,0
chip_000135.png,0
chip_000136.png,0
chip_000137.png,0
chip_000138.png,0
chip_000139.png,0
chip_000140.png,0
chip_000141.png,0
chip_000142.png,0
chip_000143.png,0
chip_000144.png,0
chip_000145.png,0
chip_000146.png,0
chip_000147.png,0
chip_000148.png,0
chip_000149.png,0
chip_000150.png,0
chip_000151.png,0
chip_000152.png,0
chip_000153.png,0
chip_000154.png,0
chip_000155.png,0
chip_000156.png,0
chip_000157.png,0
chip_000158.png,0
chip_000159.png,0
chip_000160.png,0
chip_000161.png,0
chip_000162.png,0
chip_000163.png,0
chip_000164.png,0
chip_000165.png,0
chip_000166.png,0
chip_000167.png,0
chip_000168.png,0
chip_000169.png,0
chip_000170.png,0
chip_000171.png,0
chip_000172.png,0
chip_000173.png,0
chip_000174.png,0
chip_000175.png,0
chip_000176.png,0
chip_000177.png,0
chip_000178.png,0
chip_000179.png,0
chip_000180.png,0
chip_000181.png,0
chip_000182.png,0
chip_000183.png,0
chip_000184.png,0
chip_000185.png,0
chip_000186.png,0
chip_000187.png,0
chip_000188.png,0
chip_000189.png,0
chip_000190.png,0
chip_000191.png,0
chip_000192.png,0
chip_000193.png,0
chip_000194.png,0
chip_000195.png,0
chip_000196.png,0
chip_000197.png,0
chip_000198.png,0
chip_000199.png,0
chip_000200.png,0
chip_000201.png,0
chip_000202.png,0
chip_000203.png,0
chip_000204.png,0
chip_000205.png,0
chip_000206.png,0
chip_000207.png,0
chip_000208.png,0
chip_000209.png,0
chip_000210.png,0
chip_000211.png,0
chip_000212.png,0
chip_000213.png,0
chip_000214.png,0
chip_000215.png,0
chip_000216.png,0
chip_000217.png,0
chip_000218.png,0
chip_000219.png,0
chip_000220.png,0
chip_000221.png,0
chip_000222.png,0
chip_000223.png,0
chip_000224.png,0
chip_000225.png,0
chip_000226.png,0
chip_000227.png,0
chip_000228.png,0
chip_000229.png,0
chip_000230.png,0
chip_000231.png,0
chip_000232.png,0
chip_000233.png,0
chip_000234.png,0
chip_000235.png,0
chip_000236.png,0
chip_000237.png,0
chip_000238.png,0
chip_000239.png,0
chip_000240.png,0
chip_000241.png,0
chip_000242.png,0
chip_000243.png,0
chip_000244.png,0
chip_000245.png,0
chip_000246.png,0
chip_000247.png,0
chip_000248.png,0
chip_000249.png,0
chip_000250.png,0
chip_000251.png,0
chip_000252.png,0
chip_000253.png,0
chip_000254.png,0
chip_000255.png,0
chip_000256.png,0
chip_000257.png,0
chip_000258.png,0
chip_000259.png,0
chip_000260.png,0
chip_000261.png,0
chip_000262.png,0
chip_000263.png,0
chip_000264.png,0
chip_000265.png,0
chip_000266.png,0
chip_000267.png,0
chip_000268.png,0
chip_000269.png,0
chip_000270.png,0
chip_000271.png,0
chip_000272.png,0
chip_000273.png,0
chip_000274.png,0
chip_000275.png,0
chip_000276.png,0
chip_000277.png,0
chip_000278.png,0
chip_000279.png,0
chip_000280.png,0
chip_000281.png,0
chip_000282.png,0
chip_000283.png,0
chip_000284.png,0
chip_000285.png,0
chip_000286.png,0
chip_000287.png,0
chip_000288.png,0
chip_000289.png,0
chip_000290.png,0
chip_000291.png,0
chip_000292.png,0
chip_000293.png,0
chip_000294.png,0
chip_000295.png,0
chip_000296.png,0
chip_000297.png,0
chip_000298.png,0
chip_000299.png,0
chip_000300.png,0
chip_000301.png,0
chip_000302.png,0
chip_000303.png,0
chip_000304.png,0
chip_000305.png,0
chip_000306.png,0
chip_000307.png,0
chip_000308.png,0
chip_000309.png,0
chip_000310.png,0
chip_000311.png,0
chip_000312.png,0
chip_000313.png,0
chip_000314.png,0
chip_000315.png,0
chip_000316.png,0
chip_000317.png,0
chip_000318.png,0
chip_000319.png,0
chip_000320.png,0
chip_000321.png,0
chip_000322.png,0
chip_000323.png,0
chip_000324.png,0
chip_000325.png,0
chip_000326.png,0
chip_000327.png,0
chip_000328.png,0
chip_000329.png,0
chip_000330.png,0
chip_000331.png,0
chip_000332.png,0
chip_000333.png,0
chip_000334.png,0
chip_000335.png,0
chip_000336.png,0
chip_000337.png,0
chip_000338.png,0
chip_000339.png,0
chip_000340.png,0
chip_000341.png,0
chip_000342.png,0
chip_000343.png,0
chip_000344.png,0
chip_000345.png,0
chip_000346.png,0
chip_000347.png,0
chip_000348.png,0
chip_000349.png,0
chip_000350.png,0
chip_000351.png,0
chip_000352.png,0
chip_000353.png,0
chip_000354.png,0
chip_000355.png,0
chip_000356.png,0
chip_000357.png,0
chip_000358.png,0
chip_000359.png,0
chip_000360.png,0
chip_000361.png,0
chip_000362.png,0
chip_000363.png,0
chip_000364.png,0
chip_000365.png,0
chip_000366.png,0
chip_000367.png,0
chip_000368.png,0
chip_000369.png,0
chip_000370.png,0
chip_000371.png,0
chip_000372.png,0
chip_000373.png,0
chip_000374.png,0
chip_000375.png,0
chip_000376.png,0
chip_000377.png,0
chip_000378.png,0
chip_000379.png,0
chip_000380.png,0
chip_000381.png,0
chip_000382.png,0
chip_000383.png,0
chip_000384.png,0
chip_000385.png,0
chip_000386.png,0
chip_000387.png,0
chip_000388.png,0
chip_000389.png,0
chip_000390.png,0
chip_000391.png,0
chip_000392.png,0
chip_000393.png,0
chip_000394.png,0
chip_000395.png,0
chip_000396.png,0
chip_000397.png,0
chip_000398.png,0
chip_000399.png,0
chip_000400.png,0
chip_000401.png,0
chip_000402.png,0
chip_000403.png,0
chip_000404.png,0
chip_000405.png,0
chip_000406.png,0
chip_000407.png,0
chip_000408.png,0
chip_000409.png,0
chip_000410.png,0
chip_000411.png,0
chip_000412.png,0
chip_000413.png,0
chip_000414.png,0
chip_000415.png,0
chip_000416.png,0
chip_000417.png,0
chip_000418.png,0
chip_000419.png,0
chip_000420.png,0
chip_000421.png,0
chip_000422.png,0
chip_000423.png,0
chip_000424.png,0
chip_000425.png,0
chip_000426.png,0
chip_000427.png,0
chip_000428.png,0
chip_000429.png,0
chip_000430.png,0
chip_000431.png,0
chip_000432.png,0
chip_000433.png,0
chip_000434.png,0
chip_000435.png,0
chip_000436.png,0
chip_000437.png,0
chip_000438.png,0
chip_000439.png,0
chip_000440.png,0
chip_000441.png,0
chip_000442.png,0
chip_000443.png,0
chip_000444.png,0
chip_000445.png,0
chip_000446.png,0
chip_000447.png,0
chip_000448.png,0
chip_000449.png,0
chip_000450.png,0
chip_000451.png,0
chip_000452.png,0
chip_000453.png,0
chip_000454.png,0
chip_000455.png,0
chip_000456.png,0
chip_000457.png,0
chip_000458.png,0
chip_000459.png,0
chip_000460.png,0
chip_000461.png,0
chip_000462.png,0
chip_000463.png,0
chip_000464.png,0
chip_000465.png,0
chip_000466.png,0
chip_000467.png,0
chip_000468.png,0
chip_000469.png,0
chip_000470.png,0
chip_000471.png,0
chip_000472.png,0
chip_000473.png,0
chip_000474.png,0
chip_000475.png,0
chip_000476.png,0
chip_000477.png,0
chip_000478.png,0
chip_000479.png,0
chip_000480.png,0
chip_000481.png,0
chip_000482.png,0
chip_000483.png,0
chip_000484.png,0
chip_000485.png,0
chip_000486.png,0
chip_000487.png,0
chip_000488.png,0
chip_000489.png,0
chip_000490.png,0
chip_000491.png,0
chip_000492.png,0
chip_000493.png,0
chip_000494.png,0
chip_000495.png,0
chip_000496.png,0
chip_000497.png,0
chip_000498.png,0
chip_000499.png,0
